cliente,data_venda,genero,produto,preco,quantidade,total,tempo_entrega,cidade
Ana clara,0023-05-01,Masculino,Cadeira,800.0,0,,,Curitiba
Maria souza,2023-10-15,Masculino,Cadeira,120.0,0,1198,,Rio de janeiro
Pedro alves,2024-05-22,Masculino,Teclado,50.0,3,240,01:30:29,Rio de janeiro
Pedro alves,2023-07-03,Masculino,Teclado,800.0,2,50,0:00:14,Rio de janeiro
Carlos lima,2024-10-22,Masculino,Mouse,3500.0,2,,0:01:03,Rio de janeiro
Carlos lima,0024-06-20,Masculino,Teclado,120.0,0,240,,Rio de janeiro
João silva,2024-10-24,Masculino,Mouse,1200.0,2,1200,0:03:03,Belo horizonte
João silva,2023-12-14,Masculino,Teclado,800.0,1,240,,Belo horizonte
Pedro alves,2024-08-23,,Notebook,3500.0,0,1600,,Rio de janeiro
Maria souza,2024-08-24,Masculino,Teclado,1200.0,3,2400,02:43:18,Porto alegre
Ana clara,2024-07-07,Masculino,Mouse,50.0,1,10500,,Curitiba
João silva,2023-11-24,Masculino,Monitor,120.0,0,2400,,Porto alegre
Pedro alves,0023-04-14,Masculino,Mouse,120.0,2,240,0:03:12,Curitiba
Maria souza,2023-07-05,Masculino,Notebook,1200.0,1,240,,Curitiba
Carlos lima,2024-12-19,,Mouse,3500.0,1,50,,Rio de janeiro
Ana clara,2024-07-01,,Monitor,120.0,2,2400,0:03:27,Curitiba
Ana clara,0023-12-10,,Notebook,120.0,2,272,0:01:15,Curitiba
Ana clara,2023-11-02,,Monitor,50.0,2,7000,0:02:26,Porto alegre
Pedro alves,2023-05-26,Masculino,Monitor,120.0,3,150,02:31:05,Rio de janeiro
Carlos lima,2024-02-26,Masculino,Mouse,800.0,0,2400,,São paulo
João silva,2024-07-15,,Notebook,1200.0,3,240,02:03:15,São paulo
Carlos lima,2023-07-07,Masculino,Monitor,800.0,0,50,,Curitiba
Carlos lima,2023-07-28,,Monitor,50.0,2,50,0:03:47,Rio de janeiro
João silva,2024-07-22,Masculino,Cadeira,1200.0,3,1200,01:32:25,Rio de janeiro
Pedro alves,2024-11-11,Masculino,Notebook,1200.0,1,2400,,Rio de janeiro
João silva,2024-02-18,,Notebook,800.0,3,2438,02:10:37,Porto alegre
Pedro alves,2024-12-02,,Cadeira,800.0,2,3600,0:00:17,Curitiba
Ana clara,2023-02-25,Masculino,Notebook,50.0,3,,01:38:55,Rio de janeiro
Pedro alves,2023-03-11,,Cadeira,50.0,0,,,São paulo
Carlos lima,2023-06-05,Masculino,Teclado,1200.0,1,106,,São paulo
Carlos lima,0024-01-28,Masculino,Teclado,3500.0,2,,0:03:11,São paulo
Maria souza,2023-02-26,,Monitor,3500.0,2,7043,0:00:35,Curitiba
João silva,0024-06-19,,Notebook,120.0,0,,,Porto alegre
Pedro alves,2024-05-25,Masculino,Notebook,50.0,1,,,São paulo
Pedro alves,0023-02-12,Masculino,Notebook,800.0,3,2400,02:11:50,Rio de janeiro
João silva,0023-03-18,Masculino,Cadeira,1200.0,1,10500,,Curitiba
Pedro alves,2024-05-20,,Teclado,50.0,1,,,São paulo
João silva,2024-06-11,,Teclado,1200.0,3,,02:52:52,Belo horizonte
Ana clara,2024-07-16,Masculino,Cadeira,120.0,3,,01:03:26,Belo horizonte
Maria souza,2024-03-24,Masculino,Mouse,800.0,2,1600,0:01:33,Porto alegre
Maria souza,0023-04-17,Masculino,Cadeira,800.0,0,1600,,Rio de janeiro
Carlos lima,0023-01-27,,Cadeira,120.0,2,10500,0:02:38,Curitiba
Pedro alves,2023-03-19,,Monitor,3500.0,0,3600,,Curitiba
Carlos lima,2024-02-15,,Teclado,3500.0,1,3640,,Porto alegre
Carlos lima,2023-05-16,,Monitor,1200.0,2,,0:01:56,Rio de janeiro
João silva,0024-04-14,,Teclado,1200.0,2,84,0:02:31,Rio de janeiro
Maria souza,2023-10-01,Masculino,Mouse,800.0,3,240,00:55:03,Porto alegre
Ana clara,2024-12-11,Masculino,Teclado,120.0,3,800,00:04:39,Curitiba
Carlos lima,0023-06-13,,Teclado,800.0,2,800,0:02:14,Rio de janeiro
Pedro alves,2023-10-23,,Cadeira,800.0,2,100,0:01:48,Curitiba
Pedro alves,2024-02-03,Masculino,Notebook,800.0,3,,00:27:43,Rio de janeiro
Maria souza,0024-07-16,,Teclado,800.0,0,240,,Porto alegre
Maria souza,2024-05-28,,Monitor,800.0,0,150,,Curitiba
Carlos lima,2023-12-13,,Notebook,1200.0,2,92,0:00:46,Porto alegre
João silva,2023-05-22,,Mouse,3500.0,1,360,,Rio de janeiro
Ana clara,2023-12-04,Masculino,Mouse,3500.0,3,,00:28:37,São paulo
Pedro alves,2024-07-23,,Notebook,3500.0,2,,0:01:12,Porto alegre
Ana clara,2024-09-14,Masculino,Mouse,800.0,2,1600,0:03:35,São paulo
João silva,2023-10-19,,Notebook,1200.0,3,3600,02:32:09,São paulo
Maria souza,2023-12-21,,Notebook,50.0,0,3600,,São paulo
João silva,2023-06-20,Masculino,Teclado,1200.0,1,3600,,Curitiba
Pedro alves,2023-12-09,,Cadeira,800.0,2,50,0:01:43,Curitiba
Pedro alves,2024-03-08,,Monitor,800.0,0,1608,,Rio de janeiro
João silva,2023-02-25,,Mouse,50.0,0,2390,,Porto alegre
João silva,2023-07-01,Masculino,Cadeira,3500.0,3,3600,01:07:55,Porto alegre
João silva,0024-06-15,Masculino,Teclado,120.0,0,3600,,Curitiba
Ana clara,2023-09-09,Masculino,Monitor,120.0,0,360,,Curitiba
Pedro alves,2024-02-16,,Cadeira,1200.0,3,2400,01:02:57,Curitiba
Maria souza,0023-08-04,,Mouse,3500.0,2,,0:00:23,Rio de janeiro
Carlos lima,2024-02-15,Masculino,Cadeira,1200.0,2,7000,0:00:10,Rio de janeiro
Carlos lima,0024-02-18,,Mouse,1200.0,1,10500,,São paulo
Ana clara,2024-01-14,,Cadeira,800.0,0,3600,,São paulo
Ana clara,0024-05-02,,Mouse,1200.0,1,150,,Porto alegre
Pedro alves,2023-04-17,Masculino,Cadeira,50.0,0,,,Curitiba
Ana clara,2023-11-03,Masculino,Mouse,50.0,3,7000,02:23:01,Belo horizonte
Carlos lima,2023-04-15,Masculino,Monitor,50.0,1,,,Curitiba
Carlos lima,2024-02-17,Masculino,Mouse,800.0,0,,,São paulo
João silva,2023-02-26,,Teclado,3500.0,2,3500,0:00:10,Rio de janeiro
João silva,2024-12-06,Masculino,Monitor,800.0,2,120,0:02:24,Rio de janeiro
Carlos lima,2024-01-26,,Mouse,120.0,1,800,,São paulo
Pedro alves,2023-11-25,Masculino,Cadeira,800.0,1,,,Curitiba
Pedro alves,2023-10-19,Masculino,Mouse,120.0,0,100,,Belo horizonte
Maria souza,0024-01-28,Masculino,Cadeira,800.0,2,150,0:00:23,São paulo
Carlos lima,2024-09-09,Masculino,Monitor,1200.0,1,2400,,Curitiba
Carlos lima,2023-12-22,Masculino,Mouse,3500.0,2,3500,0:03:14,Curitiba
Carlos lima,2023-07-03,,Mouse,3500.0,3,1600,00:20:07,Porto alegre
Carlos lima,2023-08-15,Masculino,Mouse,120.0,0,50,,Curitiba
Pedro alves,2024-03-07,Masculino,Monitor,120.0,0,800,,São paulo
Ana clara,2023-02-07,Masculino,Mouse,1200.0,0,3600,,São paulo
Maria souza,0023-11-20,Masculino,Cadeira,50.0,2,50,0:02:56,Belo horizonte
Ana clara,2023-12-07,Masculino,Cadeira,800.0,0,2434,,Belo horizonte
Carlos lima,2023-01-15,Masculino,Mouse,3500.0,1,3500,,Belo horizonte
Carlos lima,2024-08-05,Masculino,Teclado,120.0,3,10500,02:41:29,Belo horizonte
Carlos lima,0024-04-04,,Notebook,800.0,1,2432,,Curitiba
Maria souza,2023-05-28,,Teclado,120.0,3,50,02:08:07,Rio de janeiro
Carlos lima,0024-04-22,Masculino,Monitor,50.0,1,,,São paulo
Ana clara,2024-04-18,,Monitor,120.0,3,800,02:20:53,Curitiba
Maria souza,0023-11-24,Masculino,Cadeira,50.0,3,360,01:20:44,Rio de janeiro
Pedro alves,2023-09-21,,Monitor,1200.0,0,10505,,Rio de janeiro
Maria souza,0024-06-14,Masculino,Teclado,800.0,0,3500,,São paulo
Carlos lima,2023-03-20,Masculino,Monitor,1200.0,1,201,,Belo horizonte
Carlos lima,2023-02-11,,Teclado,3500.0,1,360,,São paulo
Carlos lima,2024-11-06,Masculino,Teclado,3500.0,0,7000,,Rio de janeiro
Maria souza,2023-03-17,,Mouse,800.0,2,150,0:01:38,Curitiba
Carlos lima,2024-11-21,Masculino,Notebook,50.0,2,,0:03:20,Curitiba
Ana clara,2023-04-09,,Monitor,50.0,0,240,,Rio de janeiro
Maria souza,2024-09-24,Masculino,Notebook,800.0,1,,,Rio de janeiro
Ana clara,2024-06-11,,Mouse,120.0,0,1200,,Rio de janeiro
Carlos lima,2023-11-08,Masculino,Monitor,120.0,2,240,0:03:41,Porto alegre
João silva,2023-01-23,Masculino,Teclado,3500.0,3,3600,02:39:21,Belo horizonte
Maria souza,0024-08-18,,Notebook,120.0,1,120,,São paulo
Pedro alves,0023-09-13,Masculino,Notebook,1200.0,2,3500,0:01:11,Porto alegre
Pedro alves,2023-07-02,,Mouse,800.0,2,120,0:02:02,Porto alegre
João silva,2024-12-23,Masculino,Mouse,800.0,1,133,,Curitiba
Ana clara,2023-10-18,Masculino,Mouse,1200.0,3,2383,01:23:10,Rio de janeiro
Maria souza,2023-11-27,,Cadeira,3500.0,2,2400,0:01:46,São paulo
João silva,2024-07-28,Masculino,Cadeira,800.0,2,3484,0:03:51,Porto alegre
João silva,2023-01-28,Masculino,Notebook,120.0,1,,,Porto alegre
João silva,2023-08-12,Masculino,Monitor,50.0,1,360,,Belo horizonte
Maria souza,0023-10-25,Masculino,Mouse,50.0,1,100,,Porto alegre
Maria souza,0024-04-16,Masculino,Cadeira,1200.0,0,50,,Porto alegre
Pedro alves,2024-09-26,Masculino,Monitor,800.0,0,2400,,Belo horizonte
Pedro alves,2024-02-08,,Monitor,3500.0,2,120,0:02:47,Rio de janeiro
João silva,2024-01-03,,Cadeira,800.0,3,800,02:34:23,Curitiba
João silva,2024-10-04,,Cadeira,50.0,2,360,0:01:25,São paulo
João silva,2023-01-01,,Notebook,800.0,3,,01:04:16,Rio de janeiro
João silva,2023-12-01,,Notebook,120.0,0,3600,,Porto alegre
Carlos lima,0024-12-02,Masculino,Cadeira,120.0,2,7000,0:03:31,Belo horizonte
João silva,0023-03-27,Masculino,Monitor,120.0,1,10500,,Curitiba
Pedro alves,2023-10-16,,Mouse,800.0,0,1200,,São paulo
João silva,2023-09-19,,Mouse,1200.0,3,150,01:22:03,Rio de janeiro
Maria souza,2024-04-05,Masculino,Monitor,1200.0,1,7026,,Curitiba
Carlos lima,0023-07-19,Masculino,Monitor,1200.0,1,,,Curitiba
Pedro alves,2023-04-25,Masculino,Notebook,1200.0,1,2400,,Curitiba
Maria souza,2024-12-16,Masculino,Cadeira,1200.0,2,120,0:00:40,São paulo
Carlos lima,2023-02-14,Masculino,Cadeira,1200.0,0,,,Curitiba
Carlos lima,2024-12-19,Masculino,Teclado,120.0,1,240,,Rio de janeiro
Carlos lima,2023-04-06,Masculino,Cadeira,1200.0,2,2400,0:00:52,Rio de janeiro
Pedro alves,0023-02-16,,Cadeira,3500.0,0,2400,,Porto alegre
João silva,2023-05-25,Masculino,Notebook,1200.0,3,3500,01:57:39,Belo horizonte
Carlos lima,2023-11-14,,Notebook,1200.0,3,2400,00:46:39,Curitiba
João silva,2024-09-17,,Mouse,50.0,1,240,,Rio de janeiro
João silva,0023-11-04,Masculino,Teclado,120.0,2,3500,0:03:01,Curitiba
Pedro alves,2024-06-17,Masculino,Cadeira,3500.0,2,50,0:00:40,Porto alegre
Pedro alves,0023-05-20,Masculino,Mouse,1200.0,1,,,São paulo
Maria souza,0023-02-07,Masculino,Mouse,120.0,0,10500,,São paulo
Carlos lima,2023-10-12,,Mouse,50.0,1,2400,,Belo horizonte
Carlos lima,0024-08-14,Masculino,Mouse,1200.0,0,2400,,Porto alegre
Ana clara,0023-07-21,Masculino,Cadeira,800.0,3,,00:32:08,Porto alegre
Maria souza,2023-10-07,,Teclado,3500.0,0,3500,,Porto alegre
Pedro alves,0024-04-15,,Monitor,1200.0,1,50,,São paulo
João silva,0023-08-28,,Teclado,1200.0,0,150,,Belo horizonte
Maria souza,2024-03-14,Masculino,Monitor,120.0,0,,,Rio de janeiro
Ana clara,0024-06-05,Masculino,Notebook,800.0,1,,,São paulo
Ana clara,0024-09-15,,Monitor,120.0,0,2400,,São paulo
Carlos lima,2024-04-27,Masculino,Cadeira,50.0,0,2400,,Belo horizonte
João silva,0023-01-03,,Notebook,1200.0,1,800,,Rio de janeiro
Maria souza,2024-09-20,Masculino,Cadeira,120.0,1,,,São paulo
Carlos lima,2023-12-06,Masculino,Teclado,3500.0,3,240,00:52:18,Porto alegre
Pedro alves,0024-03-25,,Monitor,120.0,0,800,,Porto alegre
Pedro alves,0023-12-23,Masculino,Mouse,50.0,0,,,São paulo
João silva,2023-09-13,,Teclado,800.0,1,50,,Curitiba
João silva,2024-02-18,Masculino,Notebook,800.0,1,50,,Curitiba
Maria souza,2024-07-24,,Cadeira,800.0,2,50,0:00:47,Curitiba
Carlos lima,2024-12-06,,Cadeira,50.0,3,2400,01:19:00,Porto alegre
Pedro alves,0023-01-08,Masculino,Notebook,1200.0,0,118,,Rio de janeiro
Ana clara,2023-02-10,Masculino,Mouse,50.0,2,10500,0:00:34,Curitiba
Carlos lima,2024-09-27,Masculino,Teclado,120.0,1,7000,,São paulo
Pedro alves,2023-05-09,,Monitor,50.0,1,,,São paulo
João silva,2024-05-04,Masculino,Cadeira,3500.0,1,3500,,Belo horizonte
Maria souza,2024-04-12,,Notebook,120.0,1,360,,Curitiba
João silva,2024-02-16,Masculino,Notebook,120.0,0,,,São paulo
Carlos lima,2023-01-23,,Monitor,800.0,1,1600,,Belo horizonte
Carlos lima,0023-01-05,Masculino,Monitor,120.0,1,240,,Belo horizonte
João silva,2024-04-13,Masculino,Monitor,800.0,3,90,00:52:01,Curitiba
João silva,2024-11-20,Masculino,Monitor,800.0,2,7000,0:00:56,São paulo
Maria souza,2023-09-26,,Cadeira,1200.0,1,,,Belo horizonte
João silva,2023-04-13,,Notebook,3500.0,1,7000,,São paulo
João silva,0024-07-21,,Mouse,3500.0,3,50,00:30:51,Rio de janeiro
Ana clara,2024-06-24,,Teclado,1200.0,0,50,,Curitiba
Maria souza,2024-03-04,,Notebook,3500.0,0,10479,,Rio de janeiro
João silva,2024-06-18,Masculino,Notebook,3500.0,2,150,0:00:44,Curitiba
Carlos lima,2023-02-08,,Teclado,120.0,1,120,,Porto alegre
João silva,2023-10-18,Masculino,Cadeira,120.0,1,7000,,Curitiba
Pedro alves,2023-11-19,Masculino,Monitor,800.0,3,100,02:12:46,São paulo
João silva,2024-07-04,Masculino,Mouse,1200.0,1,7000,,Curitiba
Maria souza,2023-11-13,,Cadeira,1200.0,1,7018,,Porto alegre
Pedro alves,0023-11-08,Masculino,Teclado,50.0,1,,,Belo horizonte
Carlos lima,2023-03-23,Masculino,Monitor,1200.0,1,2363,,Curitiba
Maria souza,2023-07-15,,Cadeira,120.0,1,3627,,Curitiba
Maria souza,2023-10-16,Masculino,Monitor,1200.0,0,150,,Curitiba
João silva,2024-12-04,,Mouse,3500.0,0,240,,São paulo
Carlos lima,2024-10-22,Masculino,Notebook,3500.0,0,10460,,Porto alegre
Carlos lima,2023-11-17,Masculino,Monitor,800.0,3,,01:52:31,Rio de janeiro
Pedro alves,2024-04-22,Masculino,Mouse,50.0,0,150,,Belo horizonte
Pedro alves,2023-12-02,,Mouse,800.0,1,2400,,Belo horizonte
Maria souza,2023-11-18,,Cadeira,800.0,1,2400,,São paulo
Maria souza,2024-10-06,Masculino,Cadeira,3500.0,3,1600,00:55:00,Porto alegre
Maria souza,0024-01-20,,Mouse,120.0,3,10500,00:10:04,Belo horizonte
Maria souza,0024-07-18,Masculino,Teclado,3500.0,3,3500,01:55:56,São paulo
Pedro alves,2023-10-01,Masculino,Monitor,120.0,3,800,01:28:53,Rio de janeiro
Ana clara,0024-12-26,Masculino,Mouse,120.0,2,166,0:00:10,Belo horizonte
João silva,2024-04-08,,Notebook,120.0,0,10500,,São paulo
Maria souza,2023-09-15,,Cadeira,1200.0,2,,0:02:37,Rio de janeiro
Carlos lima,2024-12-28,Masculino,Notebook,120.0,0,240,,Curitiba
Carlos lima,2023-11-09,,Cadeira,800.0,1,,,São paulo
Ana clara,0023-05-26,Masculino,Mouse,120.0,0,10500,,Rio de janeiro
Pedro alves,2023-10-18,Masculino,Cadeira,1200.0,2,2400,0:03:19,Porto alegre
Maria souza,2024-12-03,,Teclado,120.0,0,,,São paulo
Maria souza,2024-02-15,,Cadeira,50.0,0,1235,,Belo horizonte
Maria souza,0023-07-23,Masculino,Monitor,1200.0,1,182,,Curitiba
Maria souza,2024-09-02,Masculino,Teclado,3500.0,3,,01:56:58,Porto alegre
Pedro alves,2023-11-25,Masculino,Teclado,3500.0,2,800,0:02:04,Curitiba
Pedro alves,2024-03-08,,Cadeira,3500.0,0,1600,,Belo horizonte
Ana clara,2023-03-11,,Notebook,800.0,2,3491,0:00:37,Porto alegre
João silva,2024-06-05,,Teclado,3500.0,2,,0:02:06,Porto alegre
João silva,2024-07-04,,Monitor,50.0,1,,,Belo horizonte
João silva,2023-08-06,Masculino,Mouse,120.0,2,2400,0:00:55,Belo horizonte
Maria souza,2023-12-04,Masculino,Mouse,3500.0,3,240,01:47:28,Rio de janeiro
Ana clara,2023-11-14,Masculino,Mouse,1200.0,1,1564,,Rio de janeiro
João silva,0023-06-28,,Teclado,1200.0,1,3600,,Rio de janeiro
João silva,2024-08-16,,Teclado,50.0,2,3500,0:03:22,Rio de janeiro
João silva,0024-11-22,Masculino,Cadeira,3500.0,3,2400,01:39:58,Porto alegre
Maria souza,2024-12-22,Masculino,Mouse,120.0,2,,0:02:10,Curitiba
Maria souza,2024-09-06,,Teclado,120.0,3,,01:57:36,Belo horizonte
Pedro alves,2023-10-24,Masculino,Teclado,120.0,0,3600,,Curitiba
Maria souza,2024-01-06,Masculino,Notebook,50.0,1,7000,,São paulo
Pedro alves,0024-09-05,Masculino,Notebook,3500.0,0,3500,,São paulo
Ana clara,2023-01-06,Masculino,Monitor,50.0,1,1600,,Rio de janeiro
João silva,0023-02-20,,Notebook,120.0,2,2400,0:03:38,Rio de janeiro
João silva,2023-08-24,Masculino,Teclado,800.0,3,,02:37:18,Belo horizonte
Pedro alves,2024-09-27,,Mouse,3500.0,3,10500,01:36:23,Belo horizonte
Ana clara,2023-02-19,Masculino,Monitor,3500.0,2,360,0:00:26,Belo horizonte
Pedro alves,0023-11-21,,Monitor,50.0,3,100,01:21:47,Rio de janeiro
Maria souza,0023-02-27,,Monitor,800.0,2,129,0:01:06,Curitiba
João silva,2023-05-15,,Monitor,800.0,0,203,,Rio de janeiro
Maria souza,0023-12-25,,Notebook,3500.0,0,3600,,Rio de janeiro
Maria souza,2023-05-12,Masculino,Monitor,120.0,3,2400,00:11:07,São paulo
Maria souza,0023-07-18,,Notebook,3500.0,0,240,,Curitiba
João silva,2023-11-06,,Notebook,120.0,2,10500,0:00:55,Rio de janeiro
Maria souza,2023-08-25,,Cadeira,50.0,2,50,0:03:07,Porto alegre
Carlos lima,0023-01-27,,Cadeira,800.0,0,10500,,Curitiba
Pedro alves,2023-10-07,Masculino,Teclado,800.0,0,100,,Belo horizonte
Carlos lima,2023-01-24,Masculino,Cadeira,120.0,2,120,0:00:54,Belo horizonte
João silva,2023-12-24,,Cadeira,3500.0,2,800,0:03:22,São paulo
Ana clara,2023-09-07,,Teclado,50.0,0,1200,,São paulo
João silva,2024-04-23,Masculino,Notebook,1200.0,0,3454,,Rio de janeiro
João silva,2024-07-18,Masculino,Monitor,120.0,0,2400,,Porto alegre
Pedro alves,2023-09-11,Masculino,Cadeira,120.0,3,50,01:44:31,Belo horizonte
Maria souza,2024-12-17,,Mouse,800.0,2,1550,0:01:17,Curitiba
Maria souza,2023-05-12,,Monitor,50.0,1,150,,Belo horizonte
Ana clara,0023-08-11,Masculino,Mouse,800.0,1,2400,,São paulo
Ana clara,2023-11-06,Masculino,Notebook,1200.0,0,98,,Belo horizonte
Carlos lima,2023-09-19,,Cadeira,1200.0,0,2400,,Curitiba
Maria souza,2024-05-01,,Teclado,1200.0,2,,0:02:25,Belo horizonte
Maria souza,2024-10-03,,Monitor,800.0,1,,,Rio de janeiro
João silva,0024-05-06,,Teclado,800.0,0,120,,Curitiba
Ana clara,2024-04-13,Masculino,Notebook,120.0,0,120,,São paulo
Ana clara,2024-11-13,,Notebook,50.0,2,120,0:01:07,Porto alegre
Ana clara,2024-11-05,Masculino,Mouse,3500.0,2,2400,0:02:00,São paulo
Ana clara,2023-11-10,Masculino,Cadeira,120.0,1,,,Porto alegre
Pedro alves,2023-06-06,,Notebook,800.0,0,1600,,Porto alegre
Pedro alves,2023-07-16,Masculino,Teclado,3500.0,2,1200,0:00:40,Belo horizonte
Pedro alves,0023-04-21,Masculino,Monitor,50.0,3,120,00:37:54,Porto alegre
Carlos lima,0024-03-14,Masculino,Cadeira,800.0,3,1200,01:27:47,Rio de janeiro
Carlos lima,0024-09-17,,Notebook,800.0,1,,,Curitiba
João silva,0023-07-16,Masculino,Notebook,50.0,3,6989,01:13:33,Curitiba
João silva,2023-01-11,Masculino,Monitor,3500.0,2,,0:01:22,Curitiba
Maria souza,2023-08-27,Masculino,Mouse,50.0,3,,02:04:32,Belo horizonte
Maria souza,2023-07-20,Masculino,Notebook,120.0,0,3600,,Belo horizonte
Ana clara,2023-03-02,,Cadeira,800.0,1,2400,,Rio de janeiro
João silva,2024-05-09,Masculino,Mouse,50.0,2,240,0:00:49,Belo horizonte
Ana clara,2023-01-28,,Mouse,50.0,3,10500,00:08:05,Curitiba
Ana clara,2024-05-19,,Notebook,50.0,3,1200,02:16:39,Porto alegre
Ana clara,2024-03-02,Masculino,Notebook,50.0,1,10500,,Curitiba
Carlos lima,2024-06-22,,Mouse,1200.0,1,,,Curitiba
Maria souza,0024-12-10,Masculino,Monitor,120.0,1,10500,,Belo horizonte
Maria souza,2023-11-15,Masculino,Teclado,3500.0,2,150,0:01:50,Belo horizonte
Carlos lima,2023-05-16,,Mouse,3500.0,0,120,,Belo horizonte
Maria souza,2024-05-13,Masculino,Mouse,50.0,3,1200,00:23:46,Belo horizonte
Pedro alves,2024-01-14,Masculino,Teclado,120.0,0,50,,Belo horizonte
Carlos lima,2024-10-21,Masculino,Mouse,800.0,1,1600,,São paulo
Ana clara,0023-11-10,,Cadeira,3500.0,3,240,01:05:53,Porto alegre
Pedro alves,0024-10-21,Masculino,Notebook,3500.0,0,105,,Porto alegre
Carlos lima,2024-03-05,,Notebook,1200.0,2,100,0:02:06,São paulo
Carlos lima,2023-10-17,Masculino,Notebook,120.0,0,100,,Porto alegre
Carlos lima,0023-03-27,Masculino,Notebook,1200.0,0,3600,,Belo horizonte
Pedro alves,0024-05-01,,Mouse,800.0,0,,,Curitiba
João silva,2023-09-15,Masculino,Notebook,1200.0,3,100,02:24:26,Porto alegre
Carlos lima,2023-06-22,,Mouse,120.0,1,150,,Porto alegre
Ana clara,2023-05-01,Masculino,Notebook,800.0,2,3600,0:02:44,Curitiba
Pedro alves,0024-06-28,Masculino,Monitor,800.0,3,,01:58:17,Curitiba
Carlos lima,2023-02-03,Masculino,Mouse,3500.0,0,,,Rio de janeiro
João silva,2024-09-08,,Teclado,120.0,3,10500,00:32:56,São paulo
Carlos lima,2023-03-23,,Teclado,3500.0,0,1200,,Belo horizonte
Carlos lima,0024-09-26,Masculino,Notebook,800.0,2,2372,0:02:01,São paulo
João silva,2023-03-12,Masculino,Mouse,3500.0,0,756,,Belo horizonte
João silva,2024-11-14,Masculino,Teclado,3500.0,0,10500,,São paulo
Pedro alves,2023-03-01,,Notebook,120.0,2,800,0:03:21,Belo horizonte
João silva,2024-10-23,,Teclado,120.0,1,240,,Curitiba
João silva,2023-07-13,,Teclado,120.0,0,360,,São paulo
João silva,2024-10-22,Masculino,Notebook,50.0,2,1600,0:02:19,Belo horizonte
Maria souza,2023-09-22,Masculino,Notebook,800.0,1,10500,,Rio de janeiro
Maria souza,2024-10-19,,Notebook,50.0,0,,,São paulo
Pedro alves,0024-04-12,Masculino,Cadeira,3500.0,3,800,00:48:59,Rio de janeiro
Pedro alves,2023-03-10,,Teclado,800.0,1,2400,,Belo horizonte
Carlos lima,2023-03-21,Masculino,Notebook,120.0,1,1200,,São paulo
Pedro alves,2024-01-10,Masculino,Teclado,800.0,1,10507,,Rio de janeiro
Maria souza,0024-05-27,,Teclado,50.0,2,,0:02:49,Porto alegre
Ana clara,2023-03-14,Masculino,Monitor,50.0,3,,01:18:28,Rio de janeiro
João silva,2023-10-02,Masculino,Teclado,800.0,2,7000,0:02:06,Porto alegre
Maria souza,2023-03-21,Masculino,Teclado,50.0,1,7000,,São paulo
Carlos lima,2023-06-22,Masculino,Notebook,1200.0,1,1624,,São paulo
Maria souza,2024-10-03,Masculino,Teclado,120.0,0,800,,Porto alegre
Maria souza,2024-03-14,Masculino,Monitor,120.0,2,120,0:01:37,Porto alegre
João silva,2024-04-22,Masculino,Notebook,50.0,0,1600,,São paulo
Maria souza,2023-06-21,Masculino,Cadeira,1200.0,0,348,,Porto alegre
Maria souza,0024-08-11,,Mouse,800.0,3,,02:27:17,Rio de janeiro
Ana clara,2024-11-25,,Mouse,800.0,2,800,0:03:28,São paulo
Ana clara,2023-11-04,,Mouse,800.0,3,1243,01:16:04,Belo horizonte
Maria souza,2023-11-18,,Mouse,50.0,1,0,,São paulo
Maria souza,2024-02-10,Masculino,Cadeira,120.0,3,,01:52:03,Porto alegre
João silva,2023-10-25,,Notebook,800.0,3,1200,00:58:56,Rio de janeiro
Carlos lima,2024-09-25,,Monitor,50.0,0,10528,,Curitiba
João silva,0024-10-14,Masculino,Mouse,800.0,0,800,,Rio de janeiro
Pedro alves,2023-01-19,,Cadeira,120.0,3,100,00:57:51,Curitiba
João silva,0024-04-01,Masculino,Monitor,1200.0,2,3571,0:00:40,Porto alegre
João silva,0023-08-28,,Cadeira,50.0,2,360,0:00:16,Porto alegre
Maria souza,2023-05-12,,Notebook,3500.0,0,,,Curitiba
Carlos lima,0023-04-07,,Monitor,3500.0,1,2379,,Porto alegre
Carlos lima,0023-03-15,,Cadeira,120.0,0,120,,Porto alegre
Carlos lima,2023-02-03,Masculino,Notebook,50.0,2,240,0:01:52,São paulo
Maria souza,0024-04-24,,Mouse,1200.0,0,2400,,Curitiba
Ana clara,2023-01-16,Masculino,Notebook,120.0,3,3533,01:10:57,Rio de janeiro
Pedro alves,2023-04-21,,Notebook,50.0,0,,,Curitiba
Carlos lima,2024-07-02,,Notebook,800.0,1,2400,,Porto alegre
Carlos lima,2023-07-05,Masculino,Monitor,50.0,0,3500,,Porto alegre
Carlos lima,0023-06-13,Masculino,Mouse,3500.0,1,,,Rio de janeiro
João silva,2023-02-19,Masculino,Monitor,800.0,1,7000,,Porto alegre
Ana clara,0024-10-03,Masculino,Mouse,50.0,2,1200,0:00:31,Porto alegre
Carlos lima,0023-01-23,,Mouse,800.0,0,2400,,Belo horizonte
João silva,2023-03-09,Masculino,Mouse,50.0,2,800,0:03:18,São paulo
João silva,2023-08-18,Masculino,Cadeira,120.0,1,10484,,Rio de janeiro
Ana clara,0024-09-04,Masculino,Notebook,1200.0,3,10500,02:30:17,São paulo
Ana clara,2023-11-26,Masculino,Teclado,1200.0,2,100,0:02:48,São paulo
João silva,0023-11-27,,Notebook,50.0,1,1600,,Belo horizonte
João silva,2024-12-24,,Notebook,50.0,3,800,02:36:19,Curitiba
