id_venda,data_venda,cliente,genero,produto,preco,quantidade,total,tempo_entrega,cidade
4578,2024-10-19,Carlos Lima,MASCULINO,Mouse,50,3,10500,1:53:47,Curitiba
4579,07-12-2024, João Silva ,f,Monitor,R$1200,3,360,136m,São Paulo
4580,2023-03-09,Maria Souza,M,Mouse,"R$ 50,00",3,360,0:45:26,Belo Horizonte
4581,13/10/23, João Silva ,MASCULINO,Teclado,"R$ 50,00",3,150,35m,Porto Alegre
4582,2024-12-16,Carlos Lima,,Mouse,"R$ 3.500,00",3,,2h 38m,São Paulo
4583,27/01/24,Ana Clara,f,Monitor,"R$ 1.200,00",3,3600,1:14:41,Curitiba
4584,2023-07-20,Ana Clara,m,Mouse,"R$ 800,00",2,100,0h 15m,Porto Alegre
4585,2024-03-08, Pedro Alves ,m,Monitor,"R$ 50,00",2,7000,,São Paulo
4586,2024-10-22,Maria Souza,,Monitor,120,3,,,Rio de Janeiro
4587,2023/04/08,Maria Souza,m,Notebook,"R$ 800,00",2,,3h 8m,Porto Alegre
4588,02/05/24, Pedro Alves ,Feminino,Notebook,R$50,1,,2:48:49,Belo Horizonte
4589,05-05-2024,Maria Souza,MASCULINO,Cadeira,3500,1,789,1:38:41,Rio de Janeiro
4590,2023/02/19, João Silva ,m,Mouse,R$1200,1,1200,,Rio de Janeiro
4591,26-02-2024,Carlos Lima,Masculino,Mouse,"R$ 3.500,00",3,337,,São Paulo
4592,17-11-2024,Carlos Lima,,Monitor,"R$ 800,00",2,,2:26:18,Belo Horizonte
4593,20-02-2024, João Silva ,f,Cadeira,"R$ 3.500,00",3,3600,1:00:42,Porto Alegre
4594,13-12-2024,Ana Clara,Feminino,Cadeira,1200,3,2365,,Rio de Janeiro
4595,26-10-2023,Ana Clara,Feminino,Notebook,R$3500,2,100,55m,Belo Horizonte
4596,2024-09-01,Ana Clara,M,Cadeira,"R$ 120,00",1,800,0:16:47,Rio de Janeiro
4597,08-04-2023,,M,Cadeira,3500,3,3600,1:29:03,Rio de Janeiro
4598,25/11/24, Pedro Alves ,m,Cadeira,R$50,1,120,135m,São Paulo
4599,2024-05-28,,MASCULINO,Notebook,"R$ 3.500,00",3,10500,,Belo Horizonte
4600,2023/03/09, Pedro Alves ,F,Notebook,120,2,7000,129m,Porto Alegre
4601,05/05/23,,Masculino,Teclado,R$3500,3,,79m,Rio de Janeiro
4602,10-02-2023,Maria Souza,m,Mouse,120,1,800,1:55:51,Porto Alegre
4603,2024/03/12,Ana Clara,Feminino,Mouse,"R$ 120,00",1,73,,São Paulo
4604,2023-12-27, João Silva ,f,Monitor,50,3,360,15m,São Paulo
4605,25-02-2024,Maria Souza,,Teclado,"R$ 800,00",3,3600,,Belo Horizonte
4606,2024-07-05,Maria Souza,M,Mouse,3500,1,1154,,Curitiba
4607,2023-12-10,Ana Clara,,Notebook,1200,1,120,0h 38m,São Paulo
4608,13-03-2024, João Silva ,Feminino,Mouse,R$50,2,,0:39:58,Porto Alegre
4609,2024/11/24, João Silva ,MASCULINO,Cadeira,R$50,3,2400,0:23:10,São Paulo
4610,09-12-2024,Ana Clara,f,Cadeira,"R$ 120,00",2,100,,São Paulo
4611,13-09-2024,Carlos Lima,Feminino,Notebook,R$1200,2,2390,158m,Curitiba
4612,2024/04/11,Maria Souza,f,Cadeira,"R$ 800,00",1,120,132m,São Paulo
4613,09-10-2023, João Silva ,Masculino,Notebook,50,1,3500,,Porto Alegre
4614,2024-03-26,Maria Souza,Masculino,Notebook,120,3,10500,0:05:53,Belo Horizonte
4615,2023/10/08,Ana Clara,Masculino,Teclado,"R$ 3.500,00",2,1600,,São Paulo
4616,2023/06/05, Pedro Alves ,F,Teclado,120,2,,3h 58m,Rio de Janeiro
4617,20-09-2024,Ana Clara,F,Mouse,120,2,7008,1h 14m,São Paulo
4618,2024-06-04, João Silva ,Masculino,Notebook,120,3,3600,,Porto Alegre
4619,08-10-2024,Carlos Lima,F,Cadeira,R$3500,1,3500,1:05:51,São Paulo
4620,2023-11-15,Carlos Lima,Masculino,Teclado,R$120,2,100,0:21:18,Belo Horizonte
4621,2024-04-05, Pedro Alves ,Feminino,Teclado,"R$ 800,00",2,1600,39m,Belo Horizonte
4622,2023/09/15,Ana Clara,MASCULINO,Monitor,120,2,,2:12:01,Rio de Janeiro
4623,2024/09/05,,,Notebook,3500,1,46,2h 4m,Rio de Janeiro
4624,2024-07-20,Carlos Lima,,Monitor,1200,1,,20m,Belo Horizonte
4625,25-02-2024,Ana Clara,m,Teclado,R$3500,2,,1:46:35,São Paulo
4626,2023/05/19,Carlos Lima,M,Cadeira,"R$ 1.200,00",3,10500,,Porto Alegre
4627,2023-12-02, Pedro Alves ,Feminino,Mouse,R$120,2,57,,Rio de Janeiro
4628,24/09/24,Maria Souza,M,Cadeira,"R$ 50,00",2,240,,Rio de Janeiro
4629,23-01-2024, Pedro Alves ,Feminino,Notebook,R$120,2,240,126m,Rio de Janeiro
4630,01/08/24,Maria Souza,Feminino,Notebook,120,3,3600,38m,São Paulo
4631,2024/05/22,Maria Souza,M,Notebook,"R$ 800,00",2,2400,0:51:58,Curitiba
4632,03/06/23,Maria Souza,f,Mouse,"R$ 50,00",3,3600,2:07:40,Porto Alegre
4633,2024/11/14,Carlos Lima,Feminino,Notebook,50,3,2400,1:27:36,Belo Horizonte
4634,22-04-2023,Carlos Lima,f,Notebook,R$120,3,10500,1:46:36,Belo Horizonte
4635,04/12/24,,M,Monitor,"R$ 50,00",2,7000,2:56:01,Belo Horizonte
4636,03-05-2024,,m,Notebook,3500,1,50,,Rio de Janeiro
4637,2023/01/05, João Silva ,f,Monitor,"R$ 800,00",1,,29m,São Paulo
4638,27/09/24, João Silva ,Feminino,Cadeira,"R$ 120,00",1,800,99m,Porto Alegre
4639,21/06/23, Pedro Alves ,M,Notebook,"R$ 1.200,00",3,10468,0h 15m,Rio de Janeiro
4640,04-04-2023,Carlos Lima,f,Mouse,"R$ 120,00",1,1200,,Curitiba
4641,12/10/23,Ana Clara,F,Teclado,"R$ 1.200,00",1,800,3h 24m,São Paulo
4642,27-10-2024, Pedro Alves ,,Teclado,"R$ 50,00",3,360,3h 22m,Curitiba
4643,2023-08-09, João Silva ,Feminino,Notebook,R$3500,3,,1:56:43,São Paulo
4644,2023/12/01,Maria Souza,M,Cadeira,R$1200,2,2422,1:52:32,São Paulo
4645,2023-06-04,Ana Clara,Masculino,Mouse,"R$ 3.500,00",2,7038,,Porto Alegre
4646,07/05/23, João Silva ,M,Cadeira,"R$ 1.200,00",1,50,,Curitiba
4647,2024-06-12,,f,Cadeira,R$3500,1,1200,2h 14m,Belo Horizonte
4648,2023-01-21, Pedro Alves ,M,Cadeira,1200,3,10500,2:28:34,São Paulo
4649,2024/03/18,,MASCULINO,Notebook,R$120,2,2400,0:21:48,Belo Horizonte
4650,2023-09-20, João Silva ,M,Notebook,120,2,,,Porto Alegre
4651,04-09-2023, Pedro Alves ,Masculino,Cadeira,120,1,1200,,Curitiba
4652,24-05-2023,Carlos Lima,f,Mouse,1200,2,,2:47:51,Porto Alegre
4653,15-06-2024,,Masculino,Mouse,120,3,2354,1:31:17,Rio de Janeiro
4654,2024-05-09, João Silva ,f,Mouse,"R$ 800,00",3,,0:50:56,Belo Horizonte
4655,23-10-2023, Pedro Alves ,m,Mouse,"R$ 50,00",1,3500,1h 41m,Porto Alegre
4656,26-05-2024,Ana Clara,f,Cadeira,R$1200,3,2400,,São Paulo
4657,2023/05/15,Carlos Lima,Masculino,Monitor,R$3500,1,3500,56m,Curitiba
4658,2024-11-17,Maria Souza,F,Mouse,"R$ 1.200,00",3,150,,Belo Horizonte
4659,02/11/23,Carlos Lima,Feminino,Teclado,"R$ 120,00",2,100,145m,Porto Alegre
4660,2024-04-17,Maria Souza,Feminino,Mouse,R$800,3,,,Rio de Janeiro
4661,2023/02/21,,Masculino,Monitor,3500,3,360,3h 15m,Porto Alegre
4662,2024/09/01,,f,Cadeira,R$50,3,3600,103m,Curitiba
4663,23-01-2023, João Silva ,Masculino,Notebook,R$50,1,1202,,Rio de Janeiro
4664,26-02-2023,,,Notebook,R$1200,1,120,153m,Rio de Janeiro
4665,19/03/23,Carlos Lima,Masculino,Cadeira,50,2,100,1:29:10,Porto Alegre
4666,2024-03-01,Carlos Lima,f,Notebook,50,1,,1:38:33,São Paulo
4667,2023-11-15, João Silva ,M,Cadeira,"R$ 50,00",3,3584,,Rio de Janeiro
4668,08/11/23, João Silva ,Masculino,Mouse,"R$ 1.200,00",3,,14m,São Paulo
4669,2023-03-22, Pedro Alves ,MASCULINO,Mouse,1200,3,150,119m,Porto Alegre
4670,01/06/24, Pedro Alves ,MASCULINO,Teclado,"R$ 1.200,00",2,,1h 22m,Belo Horizonte
4671,04/04/24, João Silva ,F,Mouse,50,2,2400,0h 12m,Rio de Janeiro
4672,2024-07-03,,Feminino,Mouse,50,2,239,1:02:49,Curitiba
4673,2024/10/19,,f,Monitor,50,1,800,169m,Rio de Janeiro
4674,09-05-2024,Ana Clara,M,Monitor,R$800,2,240,2:00:46,Rio de Janeiro
4675,27/09/23,Ana Clara,,Monitor,"R$ 50,00",1,811,0h 8m,Rio de Janeiro
4676,22/09/24,,Masculino,Teclado,120,1,,54m,Belo Horizonte
4677,2023/01/15,,,Notebook,3500,2,1550,,São Paulo
4678,2024/05/01,Carlos Lima,f,Cadeira,R$50,3,360,0:00:45,Porto Alegre
4679,19-07-2023, João Silva ,F,Cadeira,800,3,374,107m,Porto Alegre
4680,27-07-2023, João Silva ,MASCULINO,Cadeira,800,1,,,Porto Alegre
4681,24-10-2023,Ana Clara,Masculino,Teclado,"R$ 1.200,00",1,3500,,Curitiba
4682,13-04-2023,Ana Clara,F,Teclado,"R$ 50,00",3,2400,0h 27m,Rio de Janeiro
4683,01-05-2023, Pedro Alves ,M,Mouse,"R$ 800,00",3,10500,0h 19m,São Paulo
4684,2024-03-25,Carlos Lima,m,Monitor,"R$ 1.200,00",1,1200,0:24:36,Belo Horizonte
4685,24/01/23, João Silva ,F,Monitor,R$3500,3,,,São Paulo
4686,2023-09-17,Carlos Lima,M,Mouse,R$1200,2,,93m,Porto Alegre
4687,20/01/23, Pedro Alves ,m,Cadeira,R$800,2,,0:30:33,Curitiba
4688,2024/07/12,Ana Clara,,Mouse,3500,1,,0:28:21,Curitiba
4689,06-08-2024,Maria Souza,f,Mouse,R$120,3,10496,0h 23m,Porto Alegre
4690,2023-07-19, Pedro Alves ,,Monitor,"R$ 120,00",2,2400,,Curitiba
4691,08/12/24, João Silva ,M,Teclado,"R$ 800,00",1,50,,Curitiba
4692,08-09-2024,,F,Cadeira,120,3,3600,3h 34m,Porto Alegre
4693,08/01/24, João Silva ,M,Notebook,1200,2,1576,3h 55m,São Paulo
4694,23/01/23, Pedro Alves ,f,Cadeira,"R$ 800,00",2,6983,0:14:57,Curitiba
4695,21-11-2024,Maria Souza,M,Mouse,R$3500,1,,1h 37m,Porto Alegre
4696,2023-07-12,Carlos Lima,f,Mouse,"R$ 800,00",2,240,,Curitiba
4697,09-06-2024,Carlos Lima,m,Mouse,"R$ 120,00",1,,2h 12m,São Paulo
4698,2024-05-06, João Silva ,f,Mouse,800,1,50,178m,Belo Horizonte
4699,2024-01-11,,Masculino,Mouse,3500,1,50,145m,Curitiba
4700,03/01/24,Carlos Lima,F,Notebook,R$800,2,100,2:30:03,Curitiba
4701,11-12-2023,Maria Souza,m,Notebook,R$1200,1,17,,Belo Horizonte
4702,22/02/24,,MASCULINO,Cadeira,800,2,206,98m,Belo Horizonte
4703,2023/09/12,Carlos Lima,m,Cadeira,R$50,2,,1:02:26,Curitiba
4704,03-09-2024,,M,Notebook,3500,3,360,1:09:57,Belo Horizonte
4705,21-04-2023,Ana Clara,M,Mouse,"R$ 50,00",1,1200,,Curitiba
4706,19/02/23,Ana Clara,F,Monitor,R$120,1,3500,76m,Porto Alegre
4707,09/05/24, Pedro Alves ,M,Teclado,R$1200,1,3500,179m,Rio de Janeiro
4708,2024/05/23,Carlos Lima,,Mouse,R$800,1,800,149m,São Paulo
4709,19/12/23,,F,Mouse,3500,2,,3h 29m,Curitiba
4710,20/04/23,Maria Souza,Feminino,Monitor,"R$ 50,00",3,,,Rio de Janeiro
4711,17-04-2023, João Silva ,m,Notebook,"R$ 120,00",2,1600,,São Paulo
4712,2023/08/25, João Silva ,Masculino,Teclado,R$800,3,10500,,Belo Horizonte
4713,2024-05-17, Pedro Alves ,Masculino,Monitor,R$1200,2,100,1:15:51,Belo Horizonte
4714,15-04-2024,,M,Monitor,50,2,143,,São Paulo
4715,06/03/24,Carlos Lima,M,Mouse,R$3500,2,2419,0:45:38,São Paulo
4716,2023-11-10,Maria Souza,m,Notebook,1200,3,,,Belo Horizonte
4717,2023/12/24,Maria Souza,Feminino,Mouse,R$50,2,1600,1:47:40,Rio de Janeiro
4718,23-07-2023, Pedro Alves ,M,Cadeira,800,1,800,2:18:33,São Paulo
4719,09-02-2023,Maria Souza,,Teclado,50,3,360,2h 30m,Porto Alegre
4720,02/02/23,Ana Clara,F,Notebook,R$50,3,360,28m,Porto Alegre
4721,24-10-2024,Maria Souza,f,Monitor,"R$ 50,00",2,,,Rio de Janeiro
4722,2024-09-14,Ana Clara,MASCULINO,Monitor,"R$ 3.500,00",3,150,2h 46m,Rio de Janeiro
4723,2023/01/03,Maria Souza,f,Teclado,"R$ 3.500,00",1,800,1:31:27,São Paulo
4724,2024-06-10,Maria Souza,Masculino,Teclado,R$120,3,,2h 33m,Porto Alegre
4725,2023/01/07, Pedro Alves ,F,Teclado,3500,3,178,2h 8m,Curitiba
4726,26/01/24,Maria Souza,Masculino,Notebook,R$800,2,240,,Curitiba
4727,2023/12/14,Carlos Lima,f,Cadeira,R$1200,2,,1:36:17,Curitiba
4728,2024-10-02,Ana Clara,M,Teclado,R$1200,3,10549,2:51:34,Porto Alegre
4729,2023/11/18, João Silva ,,Monitor,"R$ 50,00",3,335,1:31:03,Porto Alegre
4730,2023-08-20, João Silva ,Masculino,Notebook,50,2,7000,,São Paulo
4731,2024/08/20,Carlos Lima,F,Cadeira,3500,1,3500,,Belo Horizonte
4732,2024/06/02, João Silva ,Feminino,Mouse,"R$ 1.200,00",1,50,2:58:30,Rio de Janeiro
4733,14-04-2023,Maria Souza,Feminino,Notebook,R$3500,2,100,2:38:12,Curitiba
4734,2024-03-11, João Silva ,M,Notebook,"R$ 120,00",2,1632,,Rio de Janeiro
4735,2023/09/17,Maria Souza,,Monitor,R$800,1,84,75m,Porto Alegre
4736,2023/05/21,Ana Clara,Masculino,Cadeira,120,1,50,3h 41m,Porto Alegre
4737,06/08/23,,MASCULINO,Teclado,"R$ 1.200,00",2,2439,0h 21m,Rio de Janeiro
4738,2023-09-17,Carlos Lima,F,Mouse,1200,1,800,2h 3m,São Paulo
4739,2024-10-18, Pedro Alves ,Feminino,Mouse,3500,3,,,Rio de Janeiro
4740,2024-09-28,Maria Souza,M,Cadeira,R$800,2,100,62m,Belo Horizonte
4741,20-01-2024,Ana Clara,,Monitor,"R$ 800,00",2,61,,Porto Alegre
4742,2024/10/23, Pedro Alves ,F,Mouse,R$3500,3,3600,,Curitiba
4743,18/09/23, Pedro Alves ,Feminino,Monitor,R$50,3,10500,2:34:14,São Paulo
4744,2023/12/23,,m,Notebook,1200,1,800,2:24:39,Belo Horizonte
4745,2023-11-12,Maria Souza,m,Cadeira,"R$ 3.500,00",3,2400,61m,São Paulo
4746,14/01/23,Carlos Lima,m,Monitor,R$800,1,1200,155m,São Paulo
4747,05/07/23,Carlos Lima,,Monitor,50,3,3600,,Rio de Janeiro
4748,2024/02/11,Maria Souza,,Monitor,R$50,3,360,0:48:09,Belo Horizonte
4749,2024/05/19,Carlos Lima,f,Notebook,1200,3,10500,72m,São Paulo
4750,2024/04/26,Carlos Lima,F,Notebook,"R$ 1.200,00",2,7000,2:47:10,Porto Alegre
4751,2024/03/28,Maria Souza,MASCULINO,Mouse,1200,2,100,32m,São Paulo
4752,15/03/24,Maria Souza,MASCULINO,Cadeira,"R$ 50,00",3,10501,,Porto Alegre
4753,12/10/23, Pedro Alves ,Feminino,Mouse,1200,2,100,0:53:00,Porto Alegre
4754,2023-01-10,Ana Clara,MASCULINO,Teclado,800,3,10500,2h 12m,Curitiba
4755,03/08/24,Maria Souza,MASCULINO,Teclado,120,1,50,55m,Curitiba
4756,17-02-2024,Maria Souza,F,Mouse,R$50,2,1600,,Rio de Janeiro
4757,2023/10/26, João Silva ,MASCULINO,Cadeira,800,2,,31m,Rio de Janeiro
4758,19-10-2023,Carlos Lima,Feminino,Teclado,R$3500,3,10500,0h 32m,São Paulo
4759,2024-07-13,Maria Souza,M,Cadeira,R$3500,3,360,1:40:15,Curitiba
4760,2024/07/08,Carlos Lima,M,Teclado,"R$ 120,00",1,50,3h 43m,Belo Horizonte
4761,09/09/23,Maria Souza,F,Teclado,"R$ 50,00",1,,3h 49m,Porto Alegre
4762,17/07/24, João Silva ,Feminino,Mouse,R$120,3,10500,1:57:16,São Paulo
4763,06-01-2024, Pedro Alves ,f,Mouse,1200,2,1571,0:41:34,São Paulo
4764,2024/09/04, Pedro Alves ,F,Mouse,R$3500,2,,,Porto Alegre
4765,01/08/24,Ana Clara,Feminino,Monitor,R$120,2,1600,1:20:10,Porto Alegre
4766,2023-08-06,Carlos Lima,F,Mouse,"R$ 800,00",3,10500,59m,São Paulo
4767,2023/06/17,Maria Souza,Masculino,Mouse,50,3,3600,0:19:38,São Paulo
4768,17/06/24,,MASCULINO,Mouse,50,1,115,2h 14m,Curitiba
4769,19/01/23,Maria Souza,F,Notebook,800,1,3500,127m,Curitiba
4770,2024/02/11, Pedro Alves ,f,Monitor,R$800,3,150,180m,Curitiba
4771,18/03/24, João Silva ,m,Monitor,120,3,2400,60m,Belo Horizonte
4772,2023/05/02, Pedro Alves ,M,Cadeira,R$3500,2,100,,Curitiba
4773,2023-07-12,,F,Monitor,R$120,3,181,123m,Belo Horizonte
4774,20-12-2023, Pedro Alves ,f,Cadeira,"R$ 120,00",3,360,1:53:27,Belo Horizonte
4775,17-12-2024, João Silva ,M,Cadeira,"R$ 1.200,00",2,100,1:32:26,São Paulo
4776,2024/06/15,Maria Souza,Masculino,Cadeira,R$50,1,800,0h 17m,Curitiba
4777,02/09/24,Ana Clara,,Notebook,"R$ 1.200,00",1,120,117m,São Paulo
4778,2024-06-15, João Silva ,f,Teclado,R$1200,3,10500,58m,Belo Horizonte
4779,18-02-2023,Maria Souza,MASCULINO,Teclado,"R$ 50,00",2,,1h 41m,Porto Alegre
4780,2024-02-14, João Silva ,Feminino,Cadeira,120,3,3639,2h 29m,Curitiba
4781,13-12-2023,Maria Souza,f,Mouse,"R$ 800,00",1,120,,Porto Alegre
4782,12-09-2024,Ana Clara,m,Notebook,1200,2,1600,3h 28m,Rio de Janeiro
4783,12-02-2024,Ana Clara,m,Teclado,50,3,360,,Belo Horizonte
4784,02-12-2024, João Silva ,Masculino,Mouse,"R$ 3.500,00",3,10515,,Rio de Janeiro
4785,17-11-2023, Pedro Alves ,M,Teclado,R$1200,1,120,,São Paulo
4786,18-09-2023,Carlos Lima,Masculino,Notebook,R$50,2,240,3h 0m,Rio de Janeiro
4787,19-09-2024,Ana Clara,Masculino,Mouse,800,3,360,,Belo Horizonte
4788,06-11-2024, Pedro Alves ,M,Notebook,50,3,3600,2:51:26,Curitiba
4789,28-02-2024, Pedro Alves ,Feminino,Notebook,50,3,3600,3h 24m,Curitiba
4790,01/01/23,Maria Souza,m,Teclado,R$800,3,360,158m,São Paulo
4791,2023/09/08, João Silva ,m,Monitor,800,3,,80m,São Paulo
4792,07/06/23,,Feminino,Cadeira,"R$ 1.200,00",1,1200,3h 2m,São Paulo
4793,2023/01/08, Pedro Alves ,Masculino,Notebook,3500,1,800,99m,Porto Alegre
4794,2024/08/18,Carlos Lima,,Teclado,3500,2,1566,0h 27m,Rio de Janeiro
4795,2023/05/24, João Silva ,Masculino,Teclado,R$120,1,50,1h 33m,Belo Horizonte
4796,18-07-2023, Pedro Alves ,,Teclado,R$50,3,150,119m,Rio de Janeiro
4797,05/01/24, Pedro Alves ,F,Mouse,R$800,3,10500,,Belo Horizonte
4798,11-11-2023,Maria Souza,Masculino,Mouse,800,1,3500,1:53:06,Curitiba
4799,26-02-2023,Ana Clara,m,Monitor,R$3500,2,100,,São Paulo
4800,15-08-2023,Maria Souza,M,Mouse,"R$ 120,00",1,,,Curitiba
4801,2024-08-17,Maria Souza,,Cadeira,R$120,2,,2h 1m,Porto Alegre
4802,22-03-2024,Carlos Lima,M,Mouse,"R$ 1.200,00",1,50,,Belo Horizonte
4803,2024/09/13,Maria Souza,MASCULINO,Cadeira,"R$ 50,00",1,800,1h 6m,Belo Horizonte
4804,02/03/23,Carlos Lima,MASCULINO,Cadeira,R$3500,1,,,Rio de Janeiro
4805,2024-10-12, Pedro Alves ,,Notebook,120,2,7000,0:22:15,Curitiba
4806,2024/06/02,Ana Clara,MASCULINO,Mouse,3500,1,120,,Curitiba
4807,06-11-2023,Ana Clara,m,Teclado,R$3500,3,10479,1:17:44,Belo Horizonte
4808,2024/06/07,Ana Clara,m,Cadeira,R$800,3,10500,79m,Belo Horizonte
4809,06/09/24, Pedro Alves ,f,Cadeira,"R$ 3.500,00",1,,1:22:01,Rio de Janeiro
4810,25-08-2024, João Silva ,Masculino,Cadeira,50,3,10500,,São Paulo
4811,01/03/23,Maria Souza,M,Cadeira,3500,3,2400,,Porto Alegre
4812,11-03-2024,Maria Souza,m,Mouse,50,1,1200,,Belo Horizonte
4813,13/11/23, João Silva ,MASCULINO,Teclado,50,2,2400,80m,Rio de Janeiro
4814,2024/07/10, João Silva ,m,Notebook,"R$ 120,00",1,50,,Belo Horizonte
4815,2024-08-26, João Silva ,Feminino,Notebook,"R$ 50,00",2,240,164m,Belo Horizonte
4816,2023-02-15,Maria Souza,F,Teclado,800,3,150,2h 32m,Porto Alegre
4817,04-01-2024,Maria Souza,M,Teclado,"R$ 3.500,00",2,100,,Curitiba
4818,27-03-2023, Pedro Alves ,MASCULINO,Monitor,50,2,7000,20m,Belo Horizonte
4819,2023/02/20,Maria Souza,M,Cadeira,3500,1,120,33m,Rio de Janeiro
4820,2023/11/26,,m,Monitor,R$1200,3,155,,Curitiba
4821,2023/10/05,Carlos Lima,MASCULINO,Notebook,R$50,2,,108m,Porto Alegre
4822,24-08-2023,Carlos Lima,,Notebook,R$800,2,240,1:29:14,Curitiba
4823,07/10/24,Carlos Lima,m,Cadeira,"R$ 50,00",2,7000,138m,Porto Alegre
4824,25/05/24,Maria Souza,Feminino,Cadeira,120,2,100,1:42:17,Curitiba
4825,01/05/23,Ana Clara,MASCULINO,Cadeira,800,1,,,Curitiba
4826,15-10-2023,Maria Souza,Masculino,Cadeira,R$120,1,1198,,Rio de Janeiro
4827,2024/05/22, Pedro Alves ,Masculino,Teclado,R$50,2,240,1:30:29,Rio de Janeiro
4828,2023-07-03, Pedro Alves ,M,Teclado,"R$ 800,00",1,50,0h 14m,Rio de Janeiro
4829,2024-10-22,Carlos Lima,M,Mouse,3500,1,,1h 3m,Rio de Janeiro
4830,20/06/24,,m,Teclado,"R$ 120,00",2,240,,Rio de Janeiro
4831,24-10-2024, João Silva ,Masculino,Mouse,R$1200,1,1200,3h 3m,Belo Horizonte
4832,2023-12-14, João Silva ,MASCULINO,Teclado,800,2,240,89m,Belo Horizonte
4833,2024-08-23, Pedro Alves ,,Notebook,"R$ 3.500,00",2,1600,,Rio de Janeiro
4834,2024/08/24,Maria Souza,MASCULINO,Teclado,"R$ 1.200,00",2,2400,2:43:18,Porto Alegre
4835,2024-07-07,Ana Clara,m,Mouse,"R$ 50,00",3,10500,156m,Curitiba
4836,2023-11-24, João Silva ,Masculino,Monitor,"R$ 120,00",2,2400,,Porto Alegre
4837,14/04/23, Pedro Alves ,MASCULINO,Mouse,R$120,2,240,3h 12m,Curitiba
4838,05-07-2023,Maria Souza,M,Notebook,R$1200,2,240,42m,Curitiba
4839,19-12-2024,Carlos Lima,Feminino,Mouse,R$3500,1,50,55m,Rio de Janeiro
4840,01-07-2024,Ana Clara,,Monitor,"R$ 120,00",2,2400,3h 27m,Curitiba
4841,10/12/23,,f,Notebook,"R$ 120,00",2,272,1h 15m,Curitiba
4842,2023/11/02,Ana Clara,Feminino,Monitor,R$50,2,7000,2h 26m,Porto Alegre
4843,2023/05/26, Pedro Alves ,M,Monitor,R$120,3,150,2:31:05,Rio de Janeiro
4844,26-02-2024,Carlos Lima,m,Mouse,800,2,2400,,São Paulo
4845,2024-07-15, João Silva ,,Notebook,1200,2,240,2:03:15,São Paulo
4846,2023-07-07,Carlos Lima,M,Monitor,R$800,1,50,,Curitiba
4847,28-07-2023,,f,Monitor,R$50,1,50,3h 47m,Rio de Janeiro
4848,2024/07/22, João Silva ,Masculino,Cadeira,1200,1,1200,1:32:25,Rio de Janeiro
4849,11-11-2024, Pedro Alves ,M,Notebook,1200,2,2400,93m,Rio de Janeiro
4850,2024/02/18, João Silva ,F,Notebook,800,2,2438,2:10:37,Porto Alegre
4851,2024-12-02, Pedro Alves ,F,Cadeira,800,3,3600,0h 17m,Curitiba
4852,25-02-2023,Ana Clara,MASCULINO,Notebook,"R$ 50,00",1,,1:38:55,Rio de Janeiro
4853,2023-03-11, Pedro Alves ,Feminino,Cadeira,R$50,1,,,São Paulo
4854,05-06-2023,Carlos Lima,M,Teclado,1200,3,106,141m,São Paulo
4855,28/01/24,Carlos Lima,m,Teclado,R$3500,3,,3h 11m,São Paulo
4856,2023-02-26,Maria Souza,,Monitor,"R$ 3.500,00",2,7043,0h 35m,Curitiba
4857,19/06/24, João Silva ,F,Notebook,R$120,1,,,Porto Alegre
4858,2024-05-25, Pedro Alves ,m,Notebook,"R$ 50,00",2,,108m,São Paulo
4859,12/02/23,,MASCULINO,Notebook,"R$ 800,00",3,2400,2:11:50,Rio de Janeiro
4860,18/03/23, João Silva ,m,Cadeira,"R$ 1.200,00",3,10500,44m,Curitiba
4861,2024-05-20, Pedro Alves ,f,Teclado,"R$ 50,00",2,,142m,São Paulo
4862,2024/06/11, João Silva ,Feminino,Teclado,"R$ 1.200,00",2,,2:52:52,Belo Horizonte
4863,2024-07-16,Ana Clara,M,Cadeira,"R$ 120,00",2,,1:03:26,Belo Horizonte
4864,2024-03-24,Maria Souza,M,Mouse,R$800,2,1600,1h 33m,Porto Alegre
4865,17/04/23,Maria Souza,Masculino,Cadeira,800,2,1600,,Rio de Janeiro
4866,27/01/23,Carlos Lima,F,Cadeira,120,3,10500,2h 38m,Curitiba
4867,2023-03-19, Pedro Alves ,Feminino,Monitor,R$3500,3,3600,,Curitiba
4868,2024-02-15,Carlos Lima,F,Teclado,"R$ 3.500,00",3,3640,64m,Porto Alegre
4869,16-05-2023,Carlos Lima,,Monitor,"R$ 1.200,00",3,,1h 56m,Rio de Janeiro
4870,14/04/24, João Silva ,,Teclado,R$1200,1,84,2h 31m,Rio de Janeiro
4871,01-10-2023,Maria Souza,MASCULINO,Mouse,"R$ 800,00",2,240,0:55:03,Porto Alegre
4872,11-12-2024,Ana Clara,Masculino,Teclado,"R$ 120,00",1,800,0:04:39,Curitiba
4873,13/06/23,Carlos Lima,f,Teclado,R$800,1,800,2h 14m,Rio de Janeiro
4874,2023/10/23, Pedro Alves ,f,Cadeira,800,2,100,1h 48m,Curitiba
4875,2024-02-03,,M,Notebook,R$800,2,,0:27:43,Rio de Janeiro
4876,16/07/24,Maria Souza,Feminino,Teclado,800,2,240,,Porto Alegre
4877,28-05-2024,,F,Monitor,"R$ 800,00",3,150,,Curitiba
4878,2023-12-13,Carlos Lima,F,Notebook,"R$ 1.200,00",1,92,0h 46m,Porto Alegre
